symbol,symbol_1,symbol_2,ranking_stat,avg_adf,avg_freq,volume,industry_1,industry_2,sector_1,sector_2
ADT-SNA,ADT,SNA,53.11663905620562,0.27418253088527378,5.2800000000000002,69926.0,Diversified Commercial Services,Household Appliances,Industrials,Consumer Discretionary
ALLE-TSO,ALLE,TSO,53.11477944485816,0.17190330588505204,5.4000000000000004,272860.0,Building Products,Oil & Gas Refining & Marketing & Transportation,Industrials,Energy
APH-WAG,APH,WAG,53.114036466781144,0.22822026299064888,5.04,195605.0,Electrical Components & Equipment,Drug Retail,Industrials,Consumer Staples
DOV-FISV,DOV,FISV,53.11350976883049,0.20280383731918533,5.0800000000000001,508087.0,Industrial Machinery,Internet Software & Services,Industrials,Information Technology
GPC-SNI,GPC,SNI,53.11299888629841,0.19526934512758118,5.7999999999999998,283011.0,Specialty Stores,Broadcasting & Cable TV,Consumer Discretionary,Consumer Discretionary
L-VMC,L,VMC,53.11228529095429,0.16595095317095876,5.7999999999999998,356633.0,Multi-Sector Holdings,Construction Materials,Financials,Materials
BDX-CMCSA,BDX,CMCSA,53.11196293792598,0.20916792390942704,5.04,325836.0,Health Care Equipment & Services,Broadcasting & Cable TV,Health Care,Consumer Discretionary
HRS-PRGO,HRS,PRGO,53.109489003155645,0.21305882010172675,5.6799999999999997,185985.0,Telecommunications Equipment,Pharmaceuticals,Information Technology,Health Care
CTAS-HSY,CTAS,HSY,53.107593789301376,0.25607378416931598,6.3600000000000003,288647.0,Diversified Commercial Services,Packaged Foods & Meats,Industrials,Consumer Staples
FITB-PWR,FITB,PWR,53.106546810467485,0.15292727669886524,5.1600000000000001,934526.0,Banks,Industrial Conglomerates,Financials,Industrials
SNA-TXN,SNA,TXN,53.10566706184411,0.21257537442780219,5.0800000000000001,69926.0,Household Appliances,Semiconductors,Consumer Discretionary,Information Technology
BWA-EFX,BWA,EFX,53.10529363601549,0.19214168045179492,5.7599999999999998,204041.0,Auto Parts & Equipment,Diversified Financial Services,Consumer Discretionary,Financials
PLL-ROP,PLL,ROP,53.104242375197124,0.2516821055927973,6.4400000000000004,143471.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
DOV-PPG,DOV,PPG,53.10383897160378,0.2619772618965166,5.4400000000000004,318643.0,Industrial Machinery,Diversified Chemicals,Industrials,Materials
GE-SRCL,GE,SRCL,53.10363812773913,0.23118651357214731,6.2800000000000002,177809.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
EFX-WFC,EFX,WFC,53.10311026416975,0.22113545113256716,5.2000000000000002,204041.0,Diversified Financial Services,Banks,Financials,Financials
BF.B-PWR,BF.B,PWR,53.10137460265462,0.23403648700394494,5.7999999999999998,222375.0,Distillers & Vintners,Industrial Conglomerates,Consumer Staples,Industrials
FDO-HRS,FDO,HRS,53.09940080115087,0.24159600830327035,5.4000000000000004,185985.0,General Merchandise Stores,Telecommunications Equipment,Consumer Discretionary,Information Technology
IP-WAT,IP,WAT,53.09921980318797,0.22053858011480387,5.7599999999999998,171164.0,Paper Products,Health Care Distributors & Services,Materials,Health Care
GD-GWW,GD,GWW,53.09672732119644,0.29775915022246613,6.6799999999999997,180537.0,Aerospace & Defense,Industrial Materials,Industrials,Industrials
AVB-SRCL,AVB,SRCL,53.09442321518806,0.33426265785253129,6.0,177809.0,REITs,Industrial Conglomerates,Financials,Industrials
PSX-VAR,PSX,VAR,53.09414175264779,0.22890963859504632,6.2000000000000002,214599.0,Oil & Gas Refining & Marketing & Transportation,Health Care Equipment & Services,Energy,Health Care
BA-TEG,BA,TEG,53.09400741322134,0.22493174083380377,5.5599999999999996,160270.0,Aerospace & Defense,Gas Utilities,Industrials,Utilities
LEG-TIF,LEG,TIF,53.09061984455707,0.28787970645309313,5.4000000000000004,315593.0,Industrial Conglomerates,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
GLW-SHW,GLW,SHW,53.08814959416094,0.18306765284303278,5.04,209423.0,Construction & Engineering,Specialty Chemicals,Industrials,Materials
ETN-XYL,ETN,XYL,53.087797386301496,0.18981178380115363,5.3200000000000003,532119.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
FAST-FLS,FAST,FLS,53.085362354876374,0.21821946468542078,5.1600000000000001,504544.0,Building Products,Industrial Machinery,Industrials,Industrials
JCI-ROP,JCI,ROP,53.085293880982775,0.28048047321594327,5.2400000000000002,143471.0,Auto Parts & Equipment,Industrial Conglomerates,Consumer Discretionary,Industrials
FLIR-HP,FLIR,HP,53.08392497739683,0.21533613188311598,5.6799999999999997,503203.0,Aerospace & Defense,Oil & Gas Drilling,Industrials,Energy
DOW-FLR,DOW,FLR,53.08353235319373,0.18123934700511821,5.1600000000000001,627458.0,Diversified Chemicals,Diversified Commercial Services,Materials,Industrials
IR-SHW,IR,SHW,53.08313539663316,0.27972217237482533,5.8799999999999999,209423.0,Industrial Conglomerates,Specialty Chemicals,Industrials,Materials
COL-F,COL,F,53.08245434948153,0.17575910765234412,5.5599999999999996,226503.0,Industrial Conglomerates,Automobile Manufacturers,Industrials,Consumer Discretionary
SNA-TRIP,SNA,TRIP,53.08220485047113,0.16655274279350682,5.7199999999999998,69926.0,Household Appliances,Internet Retail,Consumer Discretionary,Consumer Discretionary
HCBK-NSC,HCBK,NSC,53.0813858930052,0.21040235932232396,5.4000000000000004,743556.0,Banks,Railroads,Financials,Industrials
BRCM-PGR,BRCM,PGR,53.0805433895831,0.17942675236491901,4.4800000000000004,1000486.0,Semiconductors,Property & Casualty Insurance,Information Technology,Financials
TMK-XYL,TMK,XYL,53.079487504888064,0.29311204355636455,5.5599999999999996,153397.0,Life & Health Insurance,Industrial Conglomerates,Financials,Industrials
PFE-TEG,PFE,TEG,53.07776470148131,0.22228150940898211,5.2000000000000002,160270.0,Pharmaceuticals,Gas Utilities,Health Care,Utilities
K-TRIP,K,TRIP,53.077748004914476,0.16157648677135697,5.4800000000000004,612977.0,Packaged Foods & Meats,Internet Retail,Consumer Staples,Consumer Discretionary
EFX-FMC,EFX,FMC,53.07559923249522,0.26380325060268217,5.4000000000000004,204041.0,Diversified Financial Services,Diversified Chemicals,Financials,Materials
ARG-SWK,ARG,SWK,53.07325894055899,0.20271000999771308,5.4000000000000004,143916.0,Industrial Gases,Household Appliances,Materials,Consumer Discretionary
PPG-ROK,PPG,ROK,53.0729030793837,0.1353213929139907,6.0800000000000001,294440.0,Diversified Chemicals,Industrial Conglomerates,Materials,Industrials
EXPD-PLL,EXPD,PLL,53.072495541939624,0.2617162673724015,5.3600000000000003,280485.0,Air Freight & Logistics,Industrial Conglomerates,Industrials,Industrials
VMC-WAT,VMC,WAT,53.07185631421476,0.21779576683183019,6.4000000000000004,171164.0,Construction Materials,Health Care Distributors & Services,Materials,Health Care
A-IGT,A,IGT,53.070993752144524,0.22939250029432795,4.7999999999999998,771787.0,Health Care Equipment & Services,Leisure Products,Health Care,Consumer Discretionary
AFL-ORLY,AFL,ORLY,53.070165817365044,0.15082672513419801,5.96,282365.0,Life & Health Insurance,Specialty Stores,Financials,Consumer Discretionary
ACE-LLL,ACE,LLL,53.06992413419695,0.2598618463592598,5.2800000000000002,252295.0,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
ABC-HAR,ABC,HAR,53.06711640290394,0.25990961885488822,5.3600000000000003,345226.0,Health Care Distribution & Services,Consumer Electronics,Health Care,Consumer Discretionary
COL-EFX,COL,EFX,53.06511814459567,0.24344027483265035,6.3200000000000003,204041.0,Industrial Conglomerates,Diversified Financial Services,Industrials,Financials
AON-ATI,AON,ATI,53.064745980061055,0.20648917790231758,4.6399999999999997,534983.0,Insurance Brokers,Diversified Metals & Mining,Financials,Materials
AVB-CMS,AVB,CMS,53.063725560763395,0.25460918845279762,5.5599999999999996,409687.0,REITs,Multi-Utilities & Unregulated Power,Financials,Utilities
PFG-VAR,PFG,VAR,53.05942487728914,0.21404128285604052,5.6399999999999997,214599.0,Diversified Financial Services,Health Care Equipment & Services,Financials,Health Care
REGN-ROK,REGN,ROK,53.05885221897852,0.14278775915701514,5.4000000000000004,294440.0,Biotechnology,Industrial Conglomerates,Health Care,Industrials
CAM-HSY,CAM,HSY,53.05507581137584,0.1815294781317317,4.8799999999999999,399684.0,Oil & Gas Equipment & Services,Packaged Foods & Meats,Energy,Consumer Staples
LLL-MAR,LLL,MAR,53.05474453716561,0.22826324385825417,5.3600000000000003,252295.0,Industrial Conglomerates,"Hotels, Resorts & Cruise Lines",Industrials,Consumer Discretionary
HCBK-WAG,HCBK,WAG,53.05441141785917,0.17199008710281455,5.2800000000000002,1055057.0,Banks,Drug Retail,Financials,Consumer Staples
PHM-WHR,PHM,WHR,53.05357870103895,0.14557020081414901,5.3600000000000003,365794.0,Homebuilding,Household Appliances,Consumer Discretionary,Consumer Discretionary
APH-IFF,APH,IFF,53.05283606426113,0.18946772311915855,5.8799999999999999,164880.0,Electrical Components & Equipment,Specialty Chemicals,Industrials,Materials
NTAP-PBCT,NTAP,PBCT,53.05175498861446,0.2166775025463453,4.7999999999999998,1582867.0,Internet Software & Services,Banks,Information Technology,Financials
EMN-GPC,EMN,GPC,53.05054375431172,0.22981842830452709,5.7999999999999998,283011.0,Diversified Chemicals,Specialty Stores,Materials,Consumer Discretionary
CTAS-PVH,CTAS,PVH,53.04912883346955,0.2239656400883156,5.7999999999999998,288647.0,Diversified Commercial Services,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
FAST-LB,FAST,LB,53.04761702341588,0.1705151134960976,5.3600000000000003,490128.0,Building Products,Apparel Retail,Industrials,Consumer Discretionary
BLK-GWW,BLK,GWW,53.047579349217074,0.23421987368154412,6.7199999999999998,180537.0,Diversified Financial Services,Industrial Materials,Financials,Industrials
SRCL-TRIP,SRCL,TRIP,53.04611226464759,0.094796582726340103,5.7199999999999998,177809.0,Industrial Conglomerates,Internet Retail,Industrials,Consumer Discretionary
TSN-ZMH,TSN,ZMH,53.0437531329852,0.13840397450072303,5.4000000000000004,368415.0,Packaged Foods & Meats,Health Care Equipment & Services,Consumer Staples,Health Care
HCBK-TXT,HCBK,TXT,53.038590904873956,0.23752692815832152,5.5599999999999996,613784.0,Banks,Industrial Conglomerates,Financials,Industrials
AME-FOSL,AME,FOSL,53.038244319898475,0.28209735903898442,5.0800000000000001,230727.0,Electrical Components and Equipment,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
KMB-R,KMB,R,53.036814804859716,0.18962336799333157,5.4400000000000004,190686.0,Household Products,Industrial Conglomerates,Consumer Staples,Industrials
HRS-XRAY,HRS,XRAY,53.035872472454066,0.28680392599731547,5.7999999999999998,185985.0,Telecommunications Equipment,Health Care Supplies,Information Technology,Health Care
APH-MON,APH,MON,53.033232526919726,0.15371746584723497,5.9199999999999999,195605.0,Electrical Components & Equipment,Fertilizers & Agricultural Chemicals,Industrials,Materials
NVDA-TRIP,NVDA,TRIP,53.03221024537932,0.15665103898976604,5.2400000000000002,829825.0,Semiconductors,Internet Retail,Information Technology,Consumer Discretionary
HCBK-PFG,HCBK,PFG,53.031311023965685,0.19818094304034134,5.5199999999999996,537272.0,Banks,Diversified Financial Services,Financials,Financials
TSN-VAR,TSN,VAR,53.02947608661109,0.19735303508307364,5.5999999999999996,214599.0,Packaged Foods & Meats,Health Care Equipment & Services,Consumer Staples,Health Care
CTAS-KRFT,CTAS,KRFT,53.025569006827986,0.19478778577735006,6.2800000000000002,288647.0,Diversified Commercial Services,Packaged Foods & Meats,Industrials,Consumer Staples
FITB-GD,FITB,GD,53.02171457759448,0.20429874420168087,5.2400000000000002,964093.0,Banks,Aerospace & Defense,Financials,Industrials
BF.B-FDO,BF.B,FDO,53.02148658883344,0.27764057109218843,6.9199999999999999,222375.0,Distillers & Vintners,General Merchandise Stores,Consumer Staples,Consumer Discretionary
AIZ-PFE,AIZ,PFE,53.02043571106928,0.20494510243866607,4.8799999999999999,212123.0,Multi-line Insurance,Pharmaceuticals,Financials,Health Care
CTAS-OI,CTAS,OI,53.01999883047324,0.18662140438299202,5.2800000000000002,288647.0,Diversified Commercial Services,Metal & Glass Containers,Industrials,Materials
AGN-PETM,AGN,PETM,53.0177969394823,0.24495709636092847,5.3600000000000003,569790.0,Pharmaceuticals,Specialty Stores,Health Care,Consumer Discretionary
FIS-WAT,FIS,WAT,53.016978413765436,0.3389014885470687,5.8799999999999999,171164.0,Internet Software & Services,Health Care Distributors & Services,Information Technology,Health Care
GE-MKC,GE,MKC,53.015126709760274,0.18061646725445393,5.3600000000000003,235505.0,Industrial Conglomerates,Packaged Foods & Meats,Industrials,Consumer Staples
CLX-FLIR,CLX,FLIR,53.01372443624853,0.15620473580640584,6.0800000000000001,305107.0,Household Products,Aerospace & Defense,Consumer Staples,Industrials
GWW-INTU,GWW,INTU,53.0128765336891,0.28411596968778091,6.3200000000000003,180537.0,Industrial Materials,Internet Software & Services,Industrials,Information Technology
FLS-SRCL,FLS,SRCL,53.01127194663677,0.19815622284128409,5.4800000000000004,177809.0,Industrial Machinery,Industrial Conglomerates,Industrials,Industrials
PKI-SHW,PKI,SHW,53.01021490503461,0.31364834049922735,6.04,209423.0,Health Care Equipment & Services,Specialty Chemicals,Health Care,Materials
DTE-SCG,DTE,SCG,53.010057250268524,0.32740978729766257,5.7999999999999998,247123.0,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
BLL-GM,BLL,GM,53.0097661233857,0.22737762681839674,5.1200000000000001,370075.0,Metal & Glass Containers,Automobile Manufacturers,Materials,Consumer Discretionary
MMM-ROP,MMM,ROP,53.00841802839916,0.27942109972605861,5.5999999999999996,143471.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
FLIR-REGN,FLIR,REGN,53.00688867887467,0.17467823676703187,5.7599999999999998,434331.0,Aerospace & Defense,Biotechnology,Industrials,Health Care
JEC-ZMH,JEC,ZMH,53.00654004344079,0.23142783783024273,5.7199999999999998,302781.0,Industrial Conglomerates,Health Care Equipment & Services,Industrials,Health Care
AFL-DNB,AFL,DNB,53.003443520230576,0.24697883789386485,5.2400000000000002,201874.0,Life & Health Insurance,Data Processing Services,Financials,Industrials
ARG-FDX,ARG,FDX,53.00229962401888,0.18661180219983817,6.2000000000000002,143916.0,Industrial Gases,Air Freight & Logistics,Materials,Industrials
JEC-LLL,JEC,LLL,53.00189481258203,0.29341133107290185,5.7999999999999998,252295.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
HRL-PEG,HRL,PEG,53.000885251362924,0.2091542774243349,6.1200000000000001,192258.0,Packaged Foods & Meats,Multi-Utilities & Unregulated Power,Consumer Staples,Utilities
EBAY-GWW,EBAY,GWW,53.000417811976114,0.20947118666268935,6.2000000000000002,180537.0,Internet Software & Services,Industrial Materials,Information Technology,Industrials
AME-DOW,AME,DOW,52.99971580976609,0.23166354749544049,5.04,234171.0,Electrical Components and Equipment,Diversified Chemicals,Industrials,Materials
BDX-SHW,BDX,SHW,52.99867524889588,0.24385786567495912,7.1200000000000001,209423.0,Health Care Equipment & Services,Specialty Chemicals,Health Care,Materials
BF.B-PX,BF.B,PX,52.99719870660109,0.25672753186263159,6.3600000000000003,222375.0,Distillers & Vintners,Industrial Gases,Consumer Staples,Materials
FFIV-WYN,FFIV,WYN,52.997128586813886,0.1122492466127761,4.7999999999999998,462337.0,Networking Equipment,"Hotels, Resorts & Cruise Lines",Information Technology,Consumer Discretionary
IFF-STZ,IFF,STZ,52.99675998464299,0.24187423261826219,5.3200000000000003,164880.0,Specialty Chemicals,Distillers & Vintners,Materials,Consumer Staples
HRL-SCG,HRL,SCG,52.9944068991276,0.25867256336447375,5.5999999999999996,192258.0,Packaged Foods & Meats,Multi-Utilities & Unregulated Power,Consumer Staples,Utilities
CPB-SWK,CPB,SWK,52.99406306155285,0.1340502243687067,5.1600000000000001,429619.0,Packaged Foods & Meats,Household Appliances,Consumer Staples,Consumer Discretionary
APH-SJM,APH,SJM,52.99212187884005,0.25111785987957796,6.2800000000000002,195605.0,Electrical Components & Equipment,Packaged Foods & Meats,Industrials,Consumer Staples
INTC-ROP,INTC,ROP,52.98702994829645,0.13816007364226582,4.7999999999999998,143471.0,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
CCL-TMK,CCL,TMK,52.986068300162145,0.27707555241500686,5.3200000000000003,153397.0,"Hotels, Resorts & Cruise Lines",Life & Health Insurance,Consumer Discretionary,Financials
FLIR-PDCO,FLIR,PDCO,52.98597483638473,0.17883431208548431,6.04,274041.0,Aerospace & Defense,Health Care Supplies,Industrials,Health Care
ADP-BF.B,ADP,BF.B,52.98284480701768,0.15906276702685557,5.8799999999999999,222375.0,Internet Software & Services,Distillers & Vintners,Information Technology,Consumer Staples
CTAS-HAR,CTAS,HAR,52.98093841786258,0.32361707672346968,6.7199999999999998,288647.0,Diversified Commercial Services,Consumer Electronics,Industrials,Consumer Discretionary
GM-WAT,GM,WAT,52.97905191367719,0.22896378952469182,5.4800000000000004,171164.0,Automobile Manufacturers,Health Care Distributors & Services,Consumer Discretionary,Health Care
AIG-PNC,AIG,PNC,52.97771651657028,0.17993186552582097,5.2400000000000002,930920.0,Property & Casualty Insurance,Banks,Financials,Financials
JWN-NKE,JWN,NKE,52.97533984732828,0.15735227925970155,5.7599999999999998,543612.0,Department Stores,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Discretionary
HRS-OMC,HRS,OMC,52.9752355433253,0.30114503971040824,5.3200000000000003,185985.0,Telecommunications Equipment,Advertising,Information Technology,Consumer Discretionary
KR-VMC,KR,VMC,52.97337447816977,0.26978282872297848,5.4400000000000004,414910.0,Food Retail,Construction Materials,Consumer Staples,Materials
ACE-ROP,ACE,ROP,52.968286880972386,0.23191934317154353,6.2000000000000002,143471.0,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
CSX-PDCO,CSX,PDCO,52.96414566356299,0.26375138287569139,6.04,274041.0,Railroads,Health Care Supplies,Industrials,Health Care
KSU-SRCL,KSU,SRCL,52.96200556641766,0.26226345215230962,5.7199999999999998,177809.0,Railroads,Industrial Conglomerates,Industrials,Industrials
COL-PWR,COL,PWR,52.96136799353338,0.17117405251401024,5.4400000000000004,226503.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
LSI-TGT,LSI,TGT,52.96004059366276,0.31388877083489297,5.96,1845386.0,Semiconductors,General Merchandise Stores,Information Technology,Consumer Discretionary
EXPE-HRS,EXPE,HRS,52.958798028496965,0.20155915104134983,5.3200000000000003,185985.0,"Hotels, Resorts & Cruise Lines",Telecommunications Equipment,Consumer Discretionary,Information Technology
ALLE-DISCA,ALLE,DISCA,52.95583048194133,0.22157366627893729,5.7199999999999998,272860.0,Building Products,Broadcasting & Cable TV,Industrials,Consumer Discretionary
FITB-SRCL,FITB,SRCL,52.95203811347962,0.18221140044601181,5.3200000000000003,177809.0,Banks,Industrial Conglomerates,Financials,Industrials
BLL-XYL,BLL,XYL,52.948903162874686,0.29699977801437527,5.6799999999999997,370075.0,Metal & Glass Containers,Industrial Conglomerates,Materials,Industrials
LMT-VAR,LMT,VAR,52.94501389648357,0.21470082732369489,5.7999999999999998,214599.0,Aerospace & Defense,Health Care Equipment & Services,Industrials,Health Care
EMN-TMK,EMN,TMK,52.94299071156485,0.32832578376234195,6.4800000000000004,153397.0,Diversified Chemicals,Life & Health Insurance,Materials,Financials
ARG-VNO,ARG,VNO,52.94009028292773,0.26953628447396633,6.6799999999999997,143916.0,Industrial Gases,REITs,Materials,Financials
HOT-ROP,HOT,ROP,52.93665971358721,0.26750278308875158,5.9199999999999999,143471.0,"Hotels, Resorts & Cruise Lines",Industrial Conglomerates,Consumer Discretionary,Industrials
BK-FTR,BK,FTR,52.9360612512551,0.1181703936505472,5.4400000000000004,2699695.0,Banks,Integrated Telecommunications Services,Financials,Telecommunications Services
CTAS-PDCO,CTAS,PDCO,52.936032517003156,0.25284224826426949,6.3200000000000003,274041.0,Diversified Commercial Services,Health Care Supplies,Industrials,Health Care
F-PCP,F,PCP,52.93548432548305,0.22500607236670878,5.8399999999999999,301224.0,Automobile Manufacturers,Industrial Conglomerates,Consumer Discretionary,Industrials
LEG-M,LEG,M,52.935159107937366,0.24830514775030985,5.7999999999999998,315593.0,Industrial Conglomerates,Department Stores,Industrials,Consumer Discretionary
PCAR-TMK,PCAR,TMK,52.93381515536414,0.25286996000685558,6.2400000000000002,153397.0,Construction & Farm Machinery & Heavy Trucks,Life & Health Insurance,Industrials,Financials
ETN-ROP,ETN,ROP,52.933090153574355,0.2094614962691379,5.9199999999999999,143471.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
MTB-PPG,MTB,PPG,52.93191423994671,0.27574464013346406,6.1600000000000001,258563.0,Banks,Diversified Chemicals,Financials,Materials
JWN-PDCO,JWN,PDCO,52.93088439072861,0.24434541395055034,6.2400000000000002,274041.0,Department Stores,Health Care Supplies,Consumer Discretionary,Health Care
CTAS-PNW,CTAS,PNW,52.930054714487724,0.22997367087430548,6.04,261608.0,Diversified Commercial Services,Multi-Utilities & Unregulated Power,Industrials,Utilities
SWY-VNO,SWY,VNO,52.92916100371545,0.26222534862110886,5.3200000000000003,451495.0,Food Retail,REITs,Consumer Staples,Financials
AIZ-FLIR,AIZ,FLIR,52.92813404014884,0.17837037151021398,5.6799999999999997,212123.0,Multi-line Insurance,Aerospace & Defense,Financials,Industrials
ARG-PNR,ARG,PNR,52.92789941700544,0.26022023158447083,6.2400000000000002,143916.0,Industrial Gases,Industrial Conglomerates,Materials,Industrials
AIZ-LH,AIZ,LH,52.92603248935935,0.17411368074945052,5.2800000000000002,212123.0,Multi-line Insurance,Health Care Facilities,Financials,Health Care
HAR-URBN,HAR,URBN,52.923474671091554,0.15997121216924323,5.7999999999999998,345226.0,Consumer Electronics,Apparel Retail,Consumer Discretionary,Consumer Discretionary
RHI-VRTX,RHI,VRTX,52.921825388066544,0.16786866186609067,5.6399999999999997,338381.0,Industrial Conglomerates,Biotechnology,Industrials,Health Care
PEP-PSA,PEP,PSA,52.92126677239528,0.24555973310420967,5.2000000000000002,322547.0,Soft Drinks,REITs,Consumer Staples,Financials
HAR-IRM,HAR,IRM,52.92076471886148,0.2353575572925079,6.1600000000000001,345226.0,Consumer Electronics,Data Processing Services,Consumer Discretionary,Industrials
MNST-PDCO,MNST,PDCO,52.92037257454402,0.28458025822307248,5.6399999999999997,274041.0,Soft Drinks,Health Care Supplies,Consumer Staples,Health Care
MHK-WHR,MHK,WHR,52.91402566982022,0.15665899575683262,5.5999999999999996,297286.0,Home Furnishings,Household Appliances,Consumer Discretionary,Consumer Discretionary
NLSN-WAT,NLSN,WAT,52.9132915453253,0.27749363632308449,5.5199999999999996,171164.0,Research & Consulting Services,Health Care Distributors & Services,Industrials,Health Care
CINF-WY,CINF,WY,52.908567764018215,0.36287492860143394,5.7199999999999998,193686.0,Property & Casualty Insurance,REITs,Financials,Financials
MAC-WIN,MAC,WIN,52.90639640195883,0.22134179903308634,6.1200000000000001,309305.0,Retail REITs,Integrated Telecommunications Services,Financials,Telecommunications Services
LEG-MYL,LEG,MYL,52.90605559714558,0.22253249820526844,5.5999999999999996,315593.0,Industrial Conglomerates,Pharmaceuticals,Industrials,Health Care
AME-SHW,AME,SHW,52.90568954012917,0.2219647194612645,6.5199999999999996,209423.0,Electrical Components and Equipment,Specialty Chemicals,Industrials,Materials
HRS-LH,HRS,LH,52.90527870887867,0.40493870877525773,5.5999999999999996,185985.0,Telecommunications Equipment,Health Care Facilities,Information Technology,Health Care
AN-MYL,AN,MYL,52.90358134881302,0.22011431363866399,5.5599999999999996,232976.0,Specialty Stores,Pharmaceuticals,Consumer Discretionary,Health Care
PDCO-RHI,PDCO,RHI,52.90309656255934,0.24424236421271345,5.8399999999999999,274041.0,Health Care Supplies,Industrial Conglomerates,Health Care,Industrials
NOC-ZMH,NOC,ZMH,52.901412853824915,0.16787059030643292,5.1200000000000001,368415.0,Aerospace & Defense,Health Care Equipment & Services,Industrials,Health Care
ALLE-INTU,ALLE,INTU,52.895465467573224,0.22564994555943244,5.5199999999999996,272860.0,Building Products,Internet Software & Services,Industrials,Information Technology
AME-RL,AME,RL,52.89445296040019,0.17776141732937156,5.9199999999999999,234171.0,Electrical Components and Equipment,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
CF-SLM,CF,SLM,52.89383659610818,0.15713462225020733,5.2400000000000002,323575.0,Fertilizers & Agricultural Chemicals,Diversified Financial Services,Materials,Financials
APD-MDLZ,APD,MDLZ,52.89345261419619,0.25795254176626015,5.4000000000000004,451424.0,Industrial Gases,Packaged Foods & Meats,Materials,Consumer Staples
DRI-EFX,DRI,EFX,52.89291041751225,0.25095759859499472,5.7199999999999998,204041.0,Restaurants,Diversified Financial Services,Consumer Discretionary,Financials
AVY-MYL,AVY,MYL,52.88959709247168,0.2099423696674057,5.5599999999999996,235936.0,Paper Packaging,Pharmaceuticals,Materials,Health Care
HRL-SE,HRL,SE,52.888176881732136,0.15751249431614242,5.3200000000000003,192258.0,Packaged Foods & Meats,Oil & Gas Refining & Marketing & Transportation,Consumer Staples,Energy
AIZ-MJN,AIZ,MJN,52.88748693335411,0.19693078033078001,5.7599999999999998,212123.0,Multi-line Insurance,Packaged Foods & Meats,Financials,Consumer Staples
AIG-ZMH,AIG,ZMH,52.885439347537876,0.1482303321470004,5.04,368415.0,Property & Casualty Insurance,Health Care Equipment & Services,Financials,Health Care
AIZ-KORS,AIZ,KORS,52.884354888552856,0.11004324520901605,5.1600000000000001,212123.0,Multi-line Insurance,"Apparel, Accessories & Luxury Goods",Financials,Consumer Discretionary
BLL-CF,BLL,CF,52.88352972192341,0.30130305690021159,5.6399999999999997,323575.0,Metal & Glass Containers,Fertilizers & Agricultural Chemicals,Materials,Materials
NI-R,NI,R,52.882993337532376,0.29284249565072928,5.3200000000000003,190686.0,Multi-Utilities & Unregulated Power,Industrial Conglomerates,Utilities,Industrials
AZO-EXPD,AZO,EXPD,52.87908720016744,0.31255570015655726,5.1600000000000001,90678.0,Specialty Stores,Air Freight & Logistics,Consumer Discretionary,Industrials
BBT-SHW,BBT,SHW,52.878699421997624,0.18517081334386465,6.0800000000000001,209423.0,Banks,Specialty Chemicals,Financials,Materials
AN-JWN,AN,JWN,52.87854336924712,0.27596256397421615,6.0,232976.0,Specialty Stores,Department Stores,Consumer Discretionary,Consumer Discretionary
NU-PDCO,NU,PDCO,52.87837177944908,0.28242199425792153,5.5199999999999996,274041.0,Multi-Utilities & Unregulated Power,Health Care Supplies,Utilities,Health Care
MSI-PRGO,MSI,PRGO,52.877266697002355,0.27570043153540363,5.1600000000000001,319592.0,Telecommunications Equipment,Pharmaceuticals,Information Technology,Health Care
DOV-TMO,DOV,TMO,52.87641249583337,0.17682234195461838,5.0800000000000001,533856.0,Industrial Machinery,Health Care Equipment & Services,Industrials,Health Care
ETN-GLW,ETN,GLW,52.873811059283106,0.17353948616880038,5.04,1049722.0,Industrial Conglomerates,Construction & Engineering,Industrials,Industrials
GWW-KIM,GWW,KIM,52.873495405416435,0.2844166515928479,5.2400000000000002,180537.0,Industrial Materials,REITs,Industrials,Financials
TSCO-WAG,TSCO,WAG,52.87236853932972,0.16305584426498523,5.3200000000000003,405427.0,Specialty Retail,Drug Retail,Consumer Discretionary,Consumer Staples
FCX-HCBK,FCX,HCBK,52.8716946932069,0.22815123541401075,5.4800000000000004,1055057.0,Diversified Metals & Mining,Banks,Materials,Financials
STJ-ZMH,STJ,ZMH,52.867942490396544,0.14753016810508079,5.8399999999999999,368415.0,Health Care Equipment & Services,Health Care Equipment & Services,Health Care,Health Care
